2026-06-28 19:55:37.890 +08:00 [INF] 正在提取文件: lib/net10.0/Microsoft.Extensions.Localization.xml
2026-06-28 19:55:37.891 +08:00 [INF] 正在提取文件: lib/net462/Microsoft.Extensions.Localization.xml
2026-06-28 19:55:37.893 +08:00 [INF] 正在提取文件: lib/netstandard2.0/Microsoft.Extensions.Localization.xml
2026-06-28 19:55:37.917 +08:00 [DBG] 缓存缺失: T:Microsoft.Extensions.Localization.AssemblyWrapper
2026-06-28 19:55:37.918 +08:00 [DBG] 缓存缺失: T:Microsoft.Extensions.Localization.IResourceStringProvider
2026-06-28 19:55:37.918 +08:00 [DBG] 缓存缺失: T:Microsoft.Extensions.Localization.ResourceManagerStringProvider
2026-06-28 19:55:37.919 +08:00 [DBG] 缓存缺失: T:Microsoft.Extensions.Localization.IResourceNamesCache
2026-06-28 19:55:37.920 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.IResourceNamesCache.GetOrAdd(System.String,System.Func{System.String,System.Collections.Generic.IList{System.String}})
2026-06-28 19:55:37.920 +08:00 [DBG] 缓存缺失: T:Microsoft.Extensions.Localization.LocalizationOptions
2026-06-28 19:55:37.920 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.LocalizationOptions.#ctor
2026-06-28 19:55:37.921 +08:00 [DBG] 缓存缺失: P:Microsoft.Extensions.Localization.LocalizationOptions.ResourcesPath
2026-06-28 19:55:37.921 +08:00 [DBG] 缓存缺失: T:Microsoft.Extensions.Localization.ResourceLocationAttribute
2026-06-28 19:55:37.922 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.ResourceLocationAttribute.#ctor(System.String)
2026-06-28 19:55:37.922 +08:00 [DBG] 缓存缺失: P:Microsoft.Extensions.Localization.ResourceLocationAttribute.ResourceLocation
2026-06-28 19:55:37.922 +08:00 [DBG] 缓存缺失: T:Microsoft.Extensions.Localization.ResourceManagerStringLocalizer
2026-06-28 19:55:37.922 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.ResourceManagerStringLocalizer.#ctor(System.Resources.ResourceManager,System.Reflection.Assembly,System.String,Microsoft.Extensions.Localization.IResourceNamesCache,Microsoft.Extensions.Logging.ILogger)
2026-06-28 19:55:37.922 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.ResourceManagerStringLocalizer.#ctor(System.Resources.ResourceManager,Microsoft.Extensions.Localization.AssemblyWrapper,System.String,Microsoft.Extensions.Localization.IResourceNamesCache,Microsoft.Extensions.Logging.ILogger)
2026-06-28 19:55:37.923 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.ResourceManagerStringLocalizer.#ctor(System.Resources.ResourceManager,Microsoft.Extensions.Localization.IResourceStringProvider,System.String,Microsoft.Extensions.Localization.IResourceNamesCache,Microsoft.Extensions.Logging.ILogger)
2026-06-28 19:55:37.923 +08:00 [DBG] 缓存缺失: P:Microsoft.Extensions.Localization.ResourceManagerStringLocalizer.Item(System.String)
2026-06-28 19:55:37.923 +08:00 [DBG] 缓存缺失: P:Microsoft.Extensions.Localization.ResourceManagerStringLocalizer.Item(System.String,System.Object[])
2026-06-28 19:55:37.923 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.ResourceManagerStringLocalizer.GetAllStrings(System.Boolean)
2026-06-28 19:55:37.924 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.ResourceManagerStringLocalizer.GetAllStrings(System.Boolean,System.Globalization.CultureInfo)
2026-06-28 19:55:37.924 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.ResourceManagerStringLocalizer.GetStringSafely(System.String,System.Globalization.CultureInfo)
2026-06-28 19:55:37.924 +08:00 [DBG] 缓存缺失: T:Microsoft.Extensions.Localization.ResourceManagerStringLocalizerFactory
2026-06-28 19:55:37.924 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.ResourceManagerStringLocalizerFactory.#ctor(Microsoft.Extensions.Options.IOptions{Microsoft.Extensions.Localization.LocalizationOptions},Microsoft.Extensions.Logging.ILoggerFactory)
2026-06-28 19:55:37.924 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.ResourceManagerStringLocalizerFactory.GetResourcePrefix(System.Reflection.TypeInfo)
2026-06-28 19:55:37.925 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.ResourceManagerStringLocalizerFactory.GetResourcePrefix(System.Reflection.TypeInfo,System.String,System.String)
2026-06-28 19:55:37.925 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.ResourceManagerStringLocalizerFactory.GetResourcePrefix(System.String,System.String)
2026-06-28 19:55:37.925 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.ResourceManagerStringLocalizerFactory.Create(System.Type)
2026-06-28 19:55:37.926 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.ResourceManagerStringLocalizerFactory.Create(System.String,System.String)
2026-06-28 19:55:37.926 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.ResourceManagerStringLocalizerFactory.CreateResourceManagerStringLocalizer(System.Reflection.Assembly,System.String)
2026-06-28 19:55:37.927 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.ResourceManagerStringLocalizerFactory.GetResourcePrefix(System.String,System.String,System.String)
2026-06-28 19:55:37.927 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.ResourceManagerStringLocalizerFactory.GetResourceLocationAttribute(System.Reflection.Assembly)
2026-06-28 19:55:37.927 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.ResourceManagerStringLocalizerFactory.GetRootNamespaceAttribute(System.Reflection.Assembly)
2026-06-28 19:55:37.928 +08:00 [DBG] 缓存缺失: T:Microsoft.Extensions.Localization.ResourceNamesCache
2026-06-28 19:55:37.928 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.ResourceNamesCache.#ctor
2026-06-28 19:55:37.928 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.ResourceNamesCache.GetOrAdd(System.String,System.Func{System.String,System.Collections.Generic.IList{System.String}})
2026-06-28 19:55:37.928 +08:00 [DBG] 缓存缺失: T:Microsoft.Extensions.Localization.RootNamespaceAttribute
2026-06-28 19:55:37.929 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.RootNamespaceAttribute.#ctor(System.String)
2026-06-28 19:55:37.929 +08:00 [DBG] 缓存缺失: P:Microsoft.Extensions.Localization.RootNamespaceAttribute.RootNamespace
2026-06-28 19:55:37.929 +08:00 [DBG] 缓存缺失: P:Microsoft.Extensions.Localization.Resources.Localization_MissingManifest
2026-06-28 19:55:37.929 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.Resources.FormatLocalization_MissingManifest(System.Object)
2026-06-28 19:55:37.929 +08:00 [DBG] 缓存缺失: P:Microsoft.Extensions.Localization.Resources.Localization_MissingManifest_Parent
2026-06-28 19:55:37.929 +08:00 [DBG] 缓存缺失: P:Microsoft.Extensions.Localization.Resources.Localization_TypeMustHaveTypeName
2026-06-28 19:55:37.930 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.Localization.Resources.FormatLocalization_TypeMustHaveTypeName(System.Object)
2026-06-28 19:55:37.930 +08:00 [DBG] 缓存缺失: T:Microsoft.Extensions.DependencyInjection.LocalizationServiceCollectionExtensions
2026-06-28 19:55:37.930 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.DependencyInjection.LocalizationServiceCollectionExtensions.AddLocalization(Microsoft.Extensions.DependencyInjection.IServiceCollection)
2026-06-28 19:55:37.930 +08:00 [DBG] 缓存缺失: M:Microsoft.Extensions.DependencyInjection.LocalizationServiceCollectionExtensions.AddLocalization(Microsoft.Extensions.DependencyInjection.IServiceCollection,System.Action{Microsoft.Extensions.Localization.LocalizationOptions})
2026-06-28 19:55:37.930 +08:00 [DBG] 缓存缺失: M:Microsoft.AspNetCore.Shared.ArgumentThrowHelper.ThrowIfNullOrEmpty(System.String,System.String)
2026-06-28 19:55:37.930 +08:00 [DBG] 缓存缺失: M:Microsoft.AspNetCore.Shared.ArgumentThrowHelper.ThrowIfNullOrWhiteSpace(System.String,System.String)
2026-06-28 19:55:37.931 +08:00 [DBG] 缓存缺失: M:Microsoft.AspNetCore.Shared.ArgumentNullThrowHelper.ThrowIfNull(System.Object,System.String)
2026-06-28 19:55:37.931 +08:00 [DBG] 缓存缺失: M:Microsoft.AspNetCore.Shared.ArgumentNullThrowHelper.ThrowIfNullOrEmpty(System.String,System.String)
2026-06-28 19:55:42.876 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 1/49
2026-06-28 19:55:42.973 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 2/49
2026-06-28 19:55:43.514 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 3/49
2026-06-28 19:55:45.239 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 4/49
2026-06-28 19:55:45.540 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 5/49
2026-06-28 19:55:46.045 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 6/49
2026-06-28 19:55:46.271 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 7/49
2026-06-28 19:55:46.454 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 8/49
2026-06-28 19:55:46.559 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 9/49
2026-06-28 19:55:46.704 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 10/49
2026-06-28 19:55:46.864 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 11/49
2026-06-28 19:55:46.968 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 12/49
2026-06-28 19:55:47.385 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 13/49
2026-06-28 19:55:47.385 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 14/49
2026-06-28 19:55:47.902 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 15/49
2026-06-28 19:55:48.092 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 16/49
2026-06-28 19:55:48.109 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 17/49
2026-06-28 19:55:48.400 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 18/49
2026-06-28 19:55:48.911 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 19/49
2026-06-28 19:55:49.731 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 20/49
2026-06-28 19:55:49.780 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 21/49
2026-06-28 19:55:50.159 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 22/49
2026-06-28 19:55:50.190 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 23/49
2026-06-28 19:55:50.451 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 24/49
2026-06-28 19:55:50.755 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 25/49
2026-06-28 19:55:50.999 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 26/49
2026-06-28 19:55:51.472 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 27/49
2026-06-28 19:55:51.809 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 28/49
2026-06-28 19:55:52.001 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 29/49
2026-06-28 19:55:52.028 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 30/49
2026-06-28 19:55:53.353 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 31/49
2026-06-28 19:55:54.953 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 32/49
2026-06-28 19:55:55.909 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 33/49
2026-06-28 19:55:57.616 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 34/49
2026-06-28 19:55:58.887 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 35/49
2026-06-28 19:55:59.870 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 36/49
2026-06-28 19:56:03.359 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 37/49
2026-06-28 19:56:04.386 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 38/49
2026-06-28 19:56:04.898 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 39/49
2026-06-28 19:56:06.896 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 40/49
2026-06-28 19:56:08.606 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 41/49
2026-06-28 19:56:22.300 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 42/49
2026-06-28 19:56:26.101 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 43/49
2026-06-28 19:56:26.697 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 44/49
2026-06-28 19:56:29.295 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 45/49
2026-06-28 19:56:30.690 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 46/49
2026-06-28 20:16:29.583 +08:00 [INF] 正在提取文件: lib/net10.0/Microsoft.Extensions.Localization.xml
2026-06-28 20:16:29.584 +08:00 [INF] 正在提取文件: lib/net462/Microsoft.Extensions.Localization.xml
2026-06-28 20:16:29.587 +08:00 [INF] 正在提取文件: lib/netstandard2.0/Microsoft.Extensions.Localization.xml
2026-06-28 20:16:29.593 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 1/49
2026-06-28 20:16:29.593 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 2/49
2026-06-28 20:16:29.593 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 3/49
2026-06-28 20:16:29.594 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 4/49
2026-06-28 20:16:29.594 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 5/49
2026-06-28 20:16:29.594 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 6/49
2026-06-28 20:16:29.594 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 7/49
2026-06-28 20:16:29.595 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 8/49
2026-06-28 20:16:29.595 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 9/49
2026-06-28 20:16:29.595 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 10/49
2026-06-28 20:16:29.595 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 11/49
2026-06-28 20:16:29.595 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 12/49
2026-06-28 20:16:29.595 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 13/49
2026-06-28 20:16:29.596 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 14/49
2026-06-28 20:16:29.596 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 15/49
2026-06-28 20:16:29.596 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 16/49
2026-06-28 20:16:29.596 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 17/49
2026-06-28 20:16:29.596 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 18/49
2026-06-28 20:16:29.596 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 19/49
2026-06-28 20:16:29.597 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 20/49
2026-06-28 20:16:29.597 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 21/49
2026-06-28 20:16:29.597 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 22/49
2026-06-28 20:16:29.597 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 23/49
2026-06-28 20:16:29.597 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 24/49
2026-06-28 20:16:29.598 +08:00 [INF] lib/net10.0/Microsoft.Extensions.Localization.xml 进度: 25/49
